Data,AMM,BEST,EA,EPNP,ESPI,GMSST,ITSMRG2,MEI,MEI V2,NOI,NIN1+2,NIN3,NIN3.4,NIN4,NTA,PACWARM,PWR,SOI,TNI,WHWP,WP,PDO,PNA,AMO,NAO,AAO,AO,QBO,SIOD,IOD,ONI,TNA,TSA,IASAS,SAODI,SASDI
1870-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
